Location_Name,County,Utilities,Type,Address,Latitude,Longitude,url,Languages,Clients
ICICI Bank,,atm,,", all",13.05544893,77.6031778,www.google.com,,
ICICI Bank,,atm,,", all",12.87467893,77.6401603,www.google.com,,
ICICI Bank,,atm,,", all",12.99700493,77.550213,www.google.com,,
ICICI Bank,,atm,,", all",12.84874273,77.6725158,www.google.com,,
ICICI Bank,,atm,,", all",12.88168603,77.6279626,www.google.com,,
ICICI Bank,,atm,,", all",12.97720083,77.5733371,www.google.com,,
ICICI Bank,,atm,,", all",12.96888153,77.5791931,www.google.com,,
ICICI Bank,,atm,,", all",13.35164783,74.7931469,www.google.com,,
ICICI Bank,,atm,,", all",13.06617873,77.5979961,www.google.com,,
ICICI Bank,,atm,,", all",12.96827753,77.5334693,www.google.com,,
ICICI Bank,,atm,,", all",12.97360253,77.5662526,www.google.com,,
ICICI Bank,,atm,,", all",12.98869903,77.5499944,www.google.com,,
ICICI Bank,,atm,,", all",13.00022403,77.5507146,www.google.com,,
ICICI Bank,,atm,,", all",12.98534193,77.5564646,www.google.com,,
ICICI Bank,,atm,,", all",13.02922683,77.5611013,www.google.com,,
ICICI Bank,,atm,,", all",12.29839503,76.626095,www.google.com,,
ICICI Bank,,atm,,", all",15.36057833,75.1267151,www.google.com,,
ICICI Bank,,atm,,", all",13.84303303,75.702141,www.google.com,,
ICICI Bank,,atm,,", all",12.30925003,76.64938,www.google.com,,
ICICI Bank,,atm,,", all",12.30915303,76.615124,www.google.com,,
ICICI Bank,,atm,,", all",13.21244203,75.992786,www.google.com,,
ICICI Bank,,atm,,", all",13.04485293,77.5012583,www.google.com,,
ICICI Bank,,atm,,", all",13.00429473,77.6229746,www.google.com,,
ICICI Bank,,atm,,", all",12.92868403,77.4868389,www.google.com,,
ICICI Bank,,atm,,", all",12.90354213,77.7041666,www.google.com,,
ICICI Bank,,atm,,", all",12.96042843,77.7180829,www.google.com,,
ICICI Bank,,atm,,", all",12.97943283,77.6062662,www.google.com,,
ICICI Bank,,atm,,", all",12.95959113,77.7016523,www.google.com,,
ICICI Bank,,atm,,", all",12.95457023,77.5447288,www.google.com,,
ICICI Bank,,atm,,", all",12.95722863,77.736325,www.google.com,,
ICICI BANK,,atm,,", all",13.04773253,77.5762392,www.google.com,,
ICICI Bank,,atm,,", all",13.00081013,77.5530886,www.google.com,,
ICICI Bank,,atm,,", all",12.99178843,77.7134046,www.google.com,,
ICICI Bank ATM,,atm,,", all",12.98607623,77.4872663,www.google.com,,
ICICI Bank ATM,,atm,,", all",12.93415183,77.6234672,www.google.com,,
ICICI bank ATM,,atm,,", all",12.87897083,77.6378821,www.google.com,,
ICO Petrol Bunk,,Fuel Station,,", all",12.98343333,76.22700628,www.google.com,,
Idagunji Maha Ganapati Temple,,,Spiritual,"Spiritual, all",14.230245,74.494485,www.google.com,,
IDBI Bank,,atm,,", all",12.96048123,77.6385098,www.google.com,,
IDBI Bank,,atm,,", all",12.97130093,77.6347274,www.google.com,,
IDBI Bank,,atm,,", all",13.02725373,77.5774582,www.google.com,,
IDBI Bank,,atm,,", all",12.88992403,77.638912,www.google.com,,
IDBI BANK,,atm,,", all",15.86112633,74.5076592,www.google.com,,
IDBI Bank,,atm,,", all",12.99703133,77.6915828,www.google.com,,
IDBI Bank,,atm,,", all",12.92052783,77.6131342,www.google.com,,
IDBI Bank,,atm,,", all",12.91651553,77.6162625,www.google.com,,
IDBI Bank,,atm,,", all",12.97137593,77.6348862,www.google.com,,
IDBI Bank,,atm,,", all",12.97387193,77.6467702,www.google.com,,
IDBI Bank,,atm,,", all",12.98612583,77.7450403,www.google.com,,
IDBI Bank,,atm,,", all",12.97923043,77.6952189,www.google.com,,
IDFC First Bank,,atm,,", all",12.96924873,77.5794495,www.google.com,,
IDFC First Bank,,atm,,", all",12.95830223,77.5260811,www.google.com,,
IDFC First Bank,,atm,,", all",12.95866423,77.7015964,www.google.com,,
IDFC First Bank,,atm,,", all",12.93834453,77.6259659,www.google.com,,
IDFC First Bank,,atm,,", all",13.09837983,77.5731391,www.google.com,,
Igguthappa Temple,,,Spiritual,"Spiritual, all",12.306751,75.608728,www.google.com,,
Inam Dattathreya Peeta,,,,", all",13.417177,75.742964,www.google.com,,
Indane,,Fuel Station,,", all",12.9557621,78.259919,www.google.com,,
Indi Road,,Public Transport,,", all",17.2108496,75.9188694,www.google.com,,
India ATM,,atm,,", all",13.30925973,76.940974,www.google.com,,
India House,,Hotel,,", all",12.90729571,77.60721681,www.google.com,,
India Post,,atm,,", all",12.32377993,76.6304546,www.google.com,,
Indian Bank,,atm,,", all",12.84542243,77.6639145,www.google.com,,
Indian Bank,,atm,,", all",12.91272853,77.6064015,www.google.com,,
Indian Bank,,atm,,", all",12.93666133,77.6253726,www.google.com,,
Indian Bank,,atm,,", all",12.94185393,77.555564,www.google.com,,
Indian Bank,,atm,,", all",12.88352463,77.5831316,www.google.com,,
Indian Bank,,atm,,", all",13.03464473,77.534307,www.google.com,,
Indian Bank,,atm,,", all",12.97721433,77.5700433,www.google.com,,
Indian Bank,,atm,,", all",12.90324773,77.6026985,www.google.com,,
Indian Bank,,atm,,", all",12.98156783,77.6041512,www.google.com,,
Indian Bank,,atm,,", all",12.93502383,77.6302683,www.google.com,,
Indian Bank ATM,,atm,,", all",12.87022313,74.8417975,www.google.com,,
Indian Institute of Science,,,,", all",13.023764,77.56921,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0582204,77.5939274,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0195495,77.70789895,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9908574,77.57182933,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.97524189,77.60132183,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.04161456,77.76087024,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.01316923,76.09937236,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.87415431,77.64099401,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.97246664,77.61989071,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.26424832,76.37297161,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.95994506,77.64571215,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.00891922,76.12423763,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.91520745,77.48209177,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.99428057,76.11783769,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.96755817,77.65428354,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.45528563,75.92029613,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.49432726,76.41190851,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.14633883,78.25538371,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.92480011,77.65043126,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.94960356,77.62088024,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.93951038,77.62535383,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.88702368,77.62538544,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.15615764,77.62237874,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.94113606,77.69579429,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9452406,77.6190123,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.96640694,77.59532074,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.90425185,77.60134625,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.91641379,77.60534503,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.91710588,77.57431555,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.91657047,77.61989982,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.7955566,77.3830621,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.92644121,77.50132168,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.15780665,77.56677869,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.04142175,77.62052544,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.08113751,77.54832976,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.97206137,77.58652479,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.84537556,77.42111781,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.84282951,77.42132552,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.95548332,77.69110593,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.14054289,77.61806525,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.10876325,77.60275174,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.98274614,77.63784035,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.87645947,77.73578541,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.01472163,77.66187903,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.13562894,75.54821022,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.99528582,76.08127111,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.90732278,77.64480471,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.97832474,77.71123948,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9165723,77.59755565,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.1992876,77.68040075,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.07154342,77.60767931,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.02565901,77.63727834,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.86805235,74.84692853,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.99613077,77.58009432,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.99745233,77.56049645,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.36331571,76.66120391,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.37218724,76.66359478,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.57187917,77.01189947,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0326202,77.6367113,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9967798,77.5404068,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9571863,77.5862334,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9916942,77.5457901,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8387505,77.6782391,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.895836,77.5818445,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9420282,77.5802856,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9327431,77.5163982,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3778768,74.7409131,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8855892,77.6424619,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0261017,77.5441522,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9087203,77.6275079,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.2933335,76.6453029,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.2964365,76.6335822,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.2594907,76.4849296,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.7348816,75.3267744,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.4133317,75.9858072,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.947315,75.563428,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9297811,77.5682637,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.4897033,75.0656935,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.4565885,74.984314,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9966824,77.6193965,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.1339248,77.9753743,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0431053,77.5567496,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.8566875,74.5065791,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.5803358,74.860781,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.6120637,74.8641981,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9810568,77.5583911,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9862632,77.5222349,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.7733913,75.1311364,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.3508077,75.1146835,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.065099,77.5708064,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.4465218,75.9007004,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3025471,75.762848,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.6744436,75.6065852,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9673086,77.5461504,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8828818,75.0258963,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.1998792,76.3785201,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.31842,76.6487789,www.google.com,,
Indian Oil,,Fuel Station,,", all",17.7727056,77.1211847,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.9866274,75.2545278,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.7084141,75.8183521,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.7218532,75.7921524,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.2440183,77.2305485,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.2986812,76.6333201,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9042627,77.5066253,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.6798389,74.315179,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3106456,77.1268912,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3390684,77.0868822,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3232047,76.8557754,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.1548923,77.3289885,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3327212,76.632753,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.4353576,76.5349056,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.334468,76.5936164,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0008214,76.0983681,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.4168732,75.0484761,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.4070835,75.064908,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9591631,77.5557142,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8990543,77.6585224,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.4673182,77.0402433,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.4929028,77.0161221,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9733161,77.5814121,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0413718,77.6218064,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.8612029,75.7391863,www.google.com,,
Indian Oil,,Fuel Station,,", all",16.4967382,74.3369205,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.0918703,76.0359969,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9204302,76.4812535,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9526704,76.5788758,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9535178,76.5693289,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3363151,76.08689,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.4246225,75.9991767,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3485382,76.0715803,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3383197,76.1006361,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3465957,76.4335315,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3239351,76.3485139,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.4307533,76.7030384,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8761317,77.6715646,www.google.com,,
Indian oil,,Fuel Station,,", all",12.5285352,76.9041505,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9382792,77.5222202,www.google.com,,
Indian oil,,Fuel Station,,", all",12.916731,77.6102897,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9384086,77.5214088,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9584933,77.5173345,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.6387059,77.5194852,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.6073426,77.5147487,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.5051984,77.5154071,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.4111987,77.5107758,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.3723264,77.508932,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.5206409,74.9135203,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.7273007,75.4724509,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.6133653,77.0596625,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.5186724,77.0337161,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.4812732,77.0358834,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.2813308,76.4193298,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8172913,77.5833897,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.1351958,77.5694023,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.7843683,77.7519759,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.8151265,77.6913125,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.9946331,77.5225363,www.google.com,,
Indian Oil,,Fuel Station,,", all",15.3625978,75.2131489,www.google.com,,
Indian Oil,,Fuel Station,,", all",12.3343036,76.6328216,www.google.com,,
Indian Oil,,Fuel Station,,", all",14.051158,74.5138943,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.8993711,74.6142541,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.8736033,74.6286526,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.824678,74.63387,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.9121737,74.602727,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.7650405,74.6367138,www.google.com,,
Indian Oil,,Fuel Station,,", all",13.9922503,74.5586305,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",12.9078024,74.8359888,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",13.6996271,75.6487165,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",12.8594903,77.5699969,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",12.9065921,77.5943713,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",12.9104004,77.5947964,www.google.com,,
Indian Oil Corporation,,Fuel Station,,", all",13.8205363,75.690826,www.google.com,,
Indian Oil Corporation Limited,,Fuel Station,,", all",17.8360179,76.8235346,www.google.com,,
Indian Oil Corporation Limited,,Fuel Station,,", all",17.818731,76.9554821,www.google.com,,
Indian Oil Corporation Limited,,Fuel Station,,", all",17.7641351,77.2601043,www.google.com,,
Indian Oil Corporation Limited,,Fuel Station,,", all",17.8163064,76.9678582,www.google.com,,
Indian Oil Fuel Station,,Fuel Station,,", all",13.0077637,77.6412561,www.google.com,,
Indian Oil Fuel Station Bunk,,Fuel Station,,", all",16.7492202,77.1312226,www.google.com,,
Indian Oil Fuel Station Pump,,Fuel Station,,", all",13.1155921,77.3730966,www.google.com,,
Indian Oil Fuel Station Station,,Fuel Station,,", all",13.31076017,76.95289085,www.google.com,,
Indian Oil Fuel Station Station,,Fuel Station,,", all",12.83331606,77.41445042,www.google.com,,
Indian Oil Fuel Station Station,,Fuel Station,,", all",12.3252586,76.6583338,www.google.com,,
Indian Oil Fuel Station Station,,Fuel Station,,", all",12.8758414,77.5684744,www.google.com,,
Indian Oil Petrol Bunk,,Fuel Station,,", all",12.92340781,77.66999152,www.google.com,,
Indian oil Petrol Bunk,,Fuel Station,,", all",12.9986642,77.68794813,www.google.com,,
Indian Oil Petrol Bunk,,Fuel Station,,", all",12.9285088,77.6007706,www.google.com,,
Indian Oil Petrol Bunk,,Fuel Station,,", all",13.6904727,75.2492265,www.google.com,,
Indian Oil Petrol Bunk,,Fuel Station,,", all",14.5436925,75.7494156,www.google.com,,
Indian Oil petrol Bunk,,Fuel Station,,", all",12.306521,76.296543,www.google.com,,
Indian Oil Petrol Bunk,,Fuel Station,,", all",13.42483,75.2557841,www.google.com,,
Indian oil petrol bunk,,Fuel Station,,", all",12.5286507,76.9042599,www.google.com,,
"Indian Oil Petrol Bunk, Hunsur",,Fuel Station,,", all",12.308398,76.308436,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",12.9397172,77.5238766,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",12.9950428,75.3334672,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",12.9013034,75.0396545,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",13.1235901,75.6289795,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",16.6022125,76.8792446,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",12.9455919,74.8124542,www.google.com,,
Indian oil petrol pump,,Fuel Station,,", all",12.5285259,76.9041154,www.google.com,,
indian oil petrol pump,,Fuel Station,,", all",12.5281282,76.9039074,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",16.4196458,74.3723674,www.google.com,,
Indian Oil Petrol Pump,,Fuel Station,,", all",13.1061563,77.6012081,www.google.com,,
Indian oil pump,,Fuel Station,,", all",12.9865403,77.4777584,www.google.com,,
Indian Oil Venkatapura,,Fuel Station,,", all",13.19809258,78.52481485,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.96553833,77.7187057,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.89671773,77.5858102,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.90384633,77.6271871,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.88858513,74.8605499,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.88279673,77.5693891,www.google.com,,
Indian Overseas Bank,,atm,,", all",12.99755453,77.5821584,www.google.com,,
Indian Overseas Bank,,atm,,", all",13.00744663,77.5488708,www.google.com,,
Indianoil,,Fuel Station,,", all",13.0047906,77.636936,www.google.com,,
Indira Gandhi Musical Fountain Park,,,Parks,"Parks, all",12.985737,77.590955,www.google.com,,
Indiranagar,,Public Transport,,", all",12.9783325,77.6386612,www.google.com,,
Indo Petrol / Gas Station,,Fuel Station,,", all",12.9850923,77.5232649,www.google.com,,
IndusInd Bank,,atm,,", all",12.96615863,77.7179662,www.google.com,,
IndusInd Bank,,atm,,", all",12.94011573,77.6250336,www.google.com,,
IndusInd Bank,,atm,,", all",12.91188403,77.6379067,www.google.com,,
IndusInd Bank,,atm,,", all",12.89224983,77.5817101,www.google.com,,
IndusInd Bank,,atm,,", all",12.99115503,77.5383908,www.google.com,,
IndusInd Bank,,atm,,", all",12.95718013,77.5316497,www.google.com,,
IndusInd Bank,,atm,,", all",12.91364563,77.6073952,www.google.com,,
IndusInd Bank,,atm,,", all",12.93992973,77.6252027,www.google.com,,
IndusInd Bank,,atm,,", all",13.00053863,77.6766013,www.google.com,,
ING,,atm,,", all",12.98796703,77.5945011,www.google.com,,
ING,,atm,,", all",12.98543603,77.7081208,www.google.com,,
ING,,atm,,", all",12.97831633,77.6352403,www.google.com,,
ING Vysya,,atm,,", all",13.00084263,77.5692122,www.google.com,,
Ing Vysya Bank,,atm,,", all",12.89007463,77.5976753,www.google.com,,
ING Vysya Bank,,atm,,", all",15.27712943,76.3891945,www.google.com,,
International Technology Park Bangalore,,,Parks,"Parks, all",12.985966,77.735909,www.google.com,,
IOB,,atm,,", all",13.01831413,77.647035,www.google.com,,
IOC Hamsa Service Station,,Fuel Station,,", all",12.93372781,77.61151019,www.google.com,,
IOC petrol pump,,Fuel Station,,", all",12.4166233,76.6851625,www.google.com,,
IOCL,,Fuel Station,,", all",12.9072121,77.5462363,www.google.com,,
Iruppu Waterfall,,,Waterfalls,"Waterfalls, all",11.965565,75.983696,www.google.com,,
Ishwara Temple,,,Spiritual,"Spiritual, all",15.35098,76.491419,www.google.com,,
ISKCON Temple,,,Spiritual,"Spiritual, all",12.285438,76.634194,www.google.com,,
Iskcon Temple,,,Spiritual,"Spiritual, all",13.010473,77.551074,www.google.com,,
Islamiah Institute,,Hospital,,", all",12.87461528,77.59517907,www.google.com,,
J & K Bank,,atm,,", all",12.98041683,77.6043594,www.google.com,,
J & K Bank ATM,,atm,,", all",12.86912933,74.8417884,www.google.com,,
J.H.Enterprises Gas Station,,Fuel Station,,", all",14.4686691,75.9130325,www.google.com,,
Jabbalagudda,,Public Transport,,", all",15.4245005,76.3685975,www.google.com,,
Jabbar Petrol Pump,,Fuel Station,,", all",17.1677244,77.2834543,www.google.com,,
Jadarama Kunti,,Public Transport,,", all",16.2823129,75.837433,www.google.com,,
Jagadamba Petrol Bunk,,Fuel Station,,", all",12.2934891,76.6245386,www.google.com,,
Jaganmohan Palace and Art Gallery,,,Heritage,"Heritage, all",12.306731,76.650858,www.google.com,,
Jaganmohan Palace and Art Gallery,,,Heritage,"Heritage, all",12.306731,76.650858,www.google.com,,
Jaladurga,,,,", all",16.249583,76.429192,www.google.com,,
Jalahalli,,Public Transport,,", all",13.0394104,77.5197351,www.google.com,,
Jama Masjid,,,Spiritual,"Spiritual, all",12.422503,76.68896,www.google.com,,
Jama Masjid,,,Spiritual,"Spiritual, all",12.422503,76.68896,www.google.com,,
Jamalabad Rd,,,,", all",13.033586,75.305491,www.google.com,,
Jamboti,,,,", all",15.691008,74.366078,www.google.com,,
Jamia Masjid,,,Spiritual,"Spiritual, all",16.822074,75.72879,www.google.com,,
Jana Bharat Gas Agency,,Fuel Station,,", all",12.9072677,77.546892,www.google.com,,
Janapada Loka,,,,", all",12.701498,77.251153,www.google.com,,
Janapriya Hospital,,Hospital,,", all",13.00423441,76.10676963,www.google.com,,
Janardhana Temple Yermal,,,Spiritual,"Spiritual, all",13.171842,74.76196,www.google.com,,
Jawaharlal Nehru Planetarium,,,,", all",12.984828,77.589628,www.google.com,,
Jaya Prakash Nagar,,Public Transport,,", all",12.9074747,77.5731279,www.google.com,,
Jayalakshmi Vilas Mansion,,,,", all",12.313477,76.622332,www.google.com,,
Jayamangali blackbuck reserve,,,,", all",13.740052,77.323237,www.google.com,,
Jayanagar,,Public Transport,,", all",12.9295069,77.5801439,www.google.com,,
Jayanagar TTMC,,Public Transport,,", all",12.9285388,77.5842315,www.google.com,,
Jayapura Bus Stand,,Public Transport,,", all",13.4010626,75.3713738,www.google.com,,
Jayashree Multi Speciality Hospital,,Hospital,,", all",12.88160562,77.62608609,www.google.com,,
JenuKallu Valley Retreat - Abode of Nature,,,,", all",12.983372,75.642781,www.google.com,,
Jeppu Petrol Pump,,Fuel Station,,", all",12.85009,74.8485641,www.google.com,,
Jhari water falls,,,Waterfalls,"Waterfalls, all",13.423496,75.740883,www.google.com,,
Jio-bp,,Fuel Station,,", all",13.0288862,77.5360145,www.google.com,,
Jnana Bharathi,,Public Transport,,", all",12.9354357,77.5124063,www.google.com,,
Jog Falls,,,Waterfalls,"Waterfalls, all",14.229439,74.812523,www.google.com,,
Jog Falls - View Point,,,Waterfalls,"Waterfalls, all",14.230582,74.811444,www.google.com,,
Jogi Gundi,,,,", all",13.485362,75.107579,www.google.com,,
Jogi Gundi Entrance,,,,", all",13.486799,75.10825,www.google.com,,
jogimatti forest,,,,", all",14.15603,76.402067,www.google.com,,
Jokatte,,Public Transport,,", all",12.9596467,74.8535658,www.google.com,,
Jomlu Theertha Falls,,,Waterfalls,"Waterfalls, all",13.486968,74.930073,www.google.com,,
JP Nagar Diagnostic Centre,,Hospital,,", all",12.9110032,77.5786913,www.google.com,,
JP Nagar Physiotherapy Clinic,,Hospital,,", all",12.9110205,77.578656,www.google.com,,
